;Entidad Federativa;Sexo;Salario;Año;Trimestre
2624;Aguascalientes;Hombres;6736.84;2015;Trimestre II
2625;Aguascalientes;Mujeres;5367.23;2015;Trimestre II
2626;Baja California;Hombres;8132.42;2015;Trimestre II
2627;Baja California;Mujeres;6534.43;2015;Trimestre II
2628;Baja California Sur;Hombres;9872.42;2015;Trimestre II
2629;Baja California Sur;Mujeres;7588.17;2015;Trimestre II
2630;Campeche;Hombres;7121.9;2015;Trimestre II
2631;Campeche;Mujeres;5246.64;2015;Trimestre II
2632;Coahuila de Zaragoza;Hombres;7928.15;2015;Trimestre II
2633;Coahuila de Zaragoza;Mujeres;6347.23;2015;Trimestre II
2634;Colima;Hombres;7912.83;2015;Trimestre II
2635;Colima;Mujeres;5327.46;2015;Trimestre II
2636;Chiapas;Hombres;3517.81;2015;Trimestre II
2637;Chiapas;Mujeres;4031.55;2015;Trimestre II
2638;Chihuahua;Hombres;8472.74;2015;Trimestre II
2639;Chihuahua;Mujeres;6266.4;2015;Trimestre II
2640;Ciudad de México;Hombres;8111.29;2015;Trimestre II
2641;Ciudad de México;Mujeres;6330.57;2015;Trimestre II
2642;Durango;Hombres;5895.62;2015;Trimestre II
2643;Durango;Mujeres;4404.69;2015;Trimestre II
2644;Guanajuato;Hombres;6269.25;2015;Trimestre II
2645;Guanajuato;Mujeres;4324.83;2015;Trimestre II
2646;Guerrero;Hombres;3546.8;2015;Trimestre II
2647;Guerrero;Mujeres;3500.25;2015;Trimestre II
2648;Hidalgo;Hombres;5506.82;2015;Trimestre II
2649;Hidalgo;Mujeres;4376.66;2015;Trimestre II
2650;Jalisco;Hombres;7301.16;2015;Trimestre II
2651;Jalisco;Mujeres;5482.95;2015;Trimestre II
2652;México;Hombres;6012.24;2015;Trimestre II
2653;México;Mujeres;4484.74;2015;Trimestre II
2654;Michoacán de Ocampo;Hombres;5694.83;2015;Trimestre II
2655;Michoacán de Ocampo;Mujeres;4337.66;2015;Trimestre II
2656;Morelos;Hombres;5580.62;2015;Trimestre II
2657;Morelos;Mujeres;3867.37;2015;Trimestre II
2658;Nayarit;Hombres;6447.27;2015;Trimestre II
2659;Nayarit;Mujeres;4814.13;2015;Trimestre II
2660;Nuevo León;Hombres;8173.61;2015;Trimestre II
2661;Nuevo León;Mujeres;6170.39;2015;Trimestre II
2662;Oaxaca;Hombres;3790.59;2015;Trimestre II
2663;Oaxaca;Mujeres;3169.79;2015;Trimestre II
2664;Puebla;Hombres;5007.15;2015;Trimestre II
2665;Puebla;Mujeres;3685.04;2015;Trimestre II
2666;Querétaro;Hombres;8347.77;2015;Trimestre II
2667;Querétaro;Mujeres;5732.26;2015;Trimestre II
2668;Quintana Roo;Hombres;7899.18;2015;Trimestre II
2669;Quintana Roo;Mujeres;6686.23;2015;Trimestre II
2670;San Luis Potosí;Hombres;5339.98;2015;Trimestre II
2671;San Luis Potosí;Mujeres;4457.14;2015;Trimestre II
2672;Sinaloa;Hombres;8296.04;2015;Trimestre II
2673;Sinaloa;Mujeres;5935.53;2015;Trimestre II
2674;Sonora;Hombres;8415.84;2015;Trimestre II
2675;Sonora;Mujeres;6169.91;2015;Trimestre II
2676;Tabasco;Hombres;6786.54;2015;Trimestre II
2677;Tabasco;Mujeres;4955.6;2015;Trimestre II
2678;Tamaulipas;Hombres;6851.13;2015;Trimestre II
2679;Tamaulipas;Mujeres;4949.33;2015;Trimestre II
2680;Tlaxcala;Hombres;5045.19;2015;Trimestre II
2681;Tlaxcala;Mujeres;3624.46;2015;Trimestre II
2682;Veracruz de Ignacio de la Llave;Hombres;5308.65;2015;Trimestre II
2683;Veracruz de Ignacio de la Llave;Mujeres;4522.83;2015;Trimestre II
2684;Yucatán;Hombres;6087.85;2015;Trimestre II
2685;Yucatán;Mujeres;4261.33;2015;Trimestre II
2686;Zacatecas;Hombres;5109.85;2015;Trimestre II
2687;Zacatecas;Mujeres;4115.35;2015;Trimestre II
2688;Aguascalientes;Hombres;6969.3;2015;Trimestre III
2689;Aguascalientes;Mujeres;5442.4;2015;Trimestre III
2690;Baja California;Hombres;7935.57;2015;Trimestre III
2691;Baja California;Mujeres;6474.56;2015;Trimestre III
2692;Baja California Sur;Hombres;9572.03;2015;Trimestre III
2693;Baja California Sur;Mujeres;6903.28;2015;Trimestre III
2694;Campeche;Hombres;6816.32;2015;Trimestre III
2695;Campeche;Mujeres;5382.84;2015;Trimestre III
2696;Coahuila de Zaragoza;Hombres;8117.34;2015;Trimestre III
2697;Coahuila de Zaragoza;Mujeres;6517.93;2015;Trimestre III
2698;Colima;Hombres;7799.54;2015;Trimestre III
2699;Colima;Mujeres;5583.4;2015;Trimestre III
2700;Chiapas;Hombres;3483.85;2015;Trimestre III
2701;Chiapas;Mujeres;3966.9;2015;Trimestre III
2702;Chihuahua;Hombres;8508.37;2015;Trimestre III
2703;Chihuahua;Mujeres;6777.78;2015;Trimestre III
2704;Ciudad de México;Hombres;8690.77;2015;Trimestre III
2705;Ciudad de México;Mujeres;7151.39;2015;Trimestre III
2706;Durango;Hombres;6124.02;2015;Trimestre III
2707;Durango;Mujeres;4378.87;2015;Trimestre III
2708;Guanajuato;Hombres;6266.21;2015;Trimestre III
2709;Guanajuato;Mujeres;4232.42;2015;Trimestre III
2710;Guerrero;Hombres;3578.24;2015;Trimestre III
2711;Guerrero;Mujeres;3226.85;2015;Trimestre III
2712;Hidalgo;Hombres;5418.02;2015;Trimestre III
2713;Hidalgo;Mujeres;4218.43;2015;Trimestre III
2714;Jalisco;Hombres;7640.09;2015;Trimestre III
2715;Jalisco;Mujeres;5448.48;2015;Trimestre III
2716;México;Hombres;6175.53;2015;Trimestre III
2717;México;Mujeres;4491.34;2015;Trimestre III
2718;Michoacán de Ocampo;Hombres;5801.8;2015;Trimestre III
2719;Michoacán de Ocampo;Mujeres;4361.14;2015;Trimestre III
2720;Morelos;Hombres;5533.53;2015;Trimestre III
2721;Morelos;Mujeres;3833.72;2015;Trimestre III
2722;Nayarit;Hombres;6353.15;2015;Trimestre III
2723;Nayarit;Mujeres;4837.98;2015;Trimestre III
2724;Nuevo León;Hombres;8656.1;2015;Trimestre III
2725;Nuevo León;Mujeres;5974.32;2015;Trimestre III
2726;Oaxaca;Hombres;3719.47;2015;Trimestre III
2727;Oaxaca;Mujeres;2996.13;2015;Trimestre III
2728;Puebla;Hombres;4964.24;2015;Trimestre III
2729;Puebla;Mujeres;3810.74;2015;Trimestre III
2730;Querétaro;Hombres;7759.89;2015;Trimestre III
2731;Querétaro;Mujeres;5970.18;2015;Trimestre III
2732;Quintana Roo;Hombres;7761.84;2015;Trimestre III
2733;Quintana Roo;Mujeres;6522.65;2015;Trimestre III
2734;San Luis Potosí;Hombres;5258.24;2015;Trimestre III
2735;San Luis Potosí;Mujeres;4706.27;2015;Trimestre III
2736;Sinaloa;Hombres;8161.32;2015;Trimestre III
2737;Sinaloa;Mujeres;6969.68;2015;Trimestre III
2738;Sonora;Hombres;8022.22;2015;Trimestre III
2739;Sonora;Mujeres;5983.48;2015;Trimestre III
2740;Tabasco;Hombres;6972.27;2015;Trimestre III
2741;Tabasco;Mujeres;5022.77;2015;Trimestre III
2742;Tamaulipas;Hombres;6687.46;2015;Trimestre III
2743;Tamaulipas;Mujeres;4995.48;2015;Trimestre III
2744;Tlaxcala;Hombres;5065.04;2015;Trimestre III
2745;Tlaxcala;Mujeres;3749.02;2015;Trimestre III
2746;Veracruz de Ignacio de la Llave;Hombres;5150.12;2015;Trimestre III
2747;Veracruz de Ignacio de la Llave;Mujeres;4623.72;2015;Trimestre III
2748;Yucatán;Hombres;6207.26;2015;Trimestre III
2749;Yucatán;Mujeres;4499.24;2015;Trimestre III
2750;Zacatecas;Hombres;5136.62;2015;Trimestre III
2751;Zacatecas;Mujeres;4020.57;2015;Trimestre III
2752;Aguascalientes;Hombres;7148.3;2015;Trimestre IV
2753;Aguascalientes;Mujeres;5335.51;2015;Trimestre IV
2754;Baja California;Hombres;8139.42;2015;Trimestre IV
2755;Baja California;Mujeres;6352.11;2015;Trimestre IV
2756;Baja California Sur;Hombres;9851.86;2015;Trimestre IV
2757;Baja California Sur;Mujeres;7214.01;2015;Trimestre IV
2758;Campeche;Hombres;6903.51;2015;Trimestre IV
2759;Campeche;Mujeres;5260.21;2015;Trimestre IV
2760;Coahuila de Zaragoza;Hombres;8100.35;2015;Trimestre IV
2761;Coahuila de Zaragoza;Mujeres;6302.89;2015;Trimestre IV
2762;Colima;Hombres;7803.94;2015;Trimestre IV
2763;Colima;Mujeres;5463.93;2015;Trimestre IV
2764;Chiapas;Hombres;3422.79;2015;Trimestre IV
2765;Chiapas;Mujeres;3592.61;2015;Trimestre IV
2766;Chihuahua;Hombres;8802.93;2015;Trimestre IV
2767;Chihuahua;Mujeres;6543.43;2015;Trimestre IV
2768;Ciudad de México;Hombres;8030.55;2015;Trimestre IV
2769;Ciudad de México;Mujeres;6617.66;2015;Trimestre IV
2770;Durango;Hombres;5961.76;2015;Trimestre IV
2771;Durango;Mujeres;4350.94;2015;Trimestre IV
2772;Guanajuato;Hombres;6395.76;2015;Trimestre IV
2773;Guanajuato;Mujeres;4618.33;2015;Trimestre IV
2774;Guerrero;Hombres;3470.81;2015;Trimestre IV
2775;Guerrero;Mujeres;3195.11;2015;Trimestre IV
2776;Hidalgo;Hombres;5503.46;2015;Trimestre IV
2777;Hidalgo;Mujeres;4098.7;2015;Trimestre IV
2778;Jalisco;Hombres;7352.92;2015;Trimestre IV
2779;Jalisco;Mujeres;5347.03;2015;Trimestre IV
2780;México;Hombres;6294.36;2015;Trimestre IV
2781;México;Mujeres;4397.97;2015;Trimestre IV
2782;Michoacán de Ocampo;Hombres;5692.63;2015;Trimestre IV
2783;Michoacán de Ocampo;Mujeres;4411.37;2015;Trimestre IV
2784;Morelos;Hombres;5431.9;2015;Trimestre IV
2785;Morelos;Mujeres;3835.22;2015;Trimestre IV
2786;Nayarit;Hombres;6274.4;2015;Trimestre IV
2787;Nayarit;Mujeres;4656.9;2015;Trimestre IV
2788;Nuevo León;Hombres;8506.36;2015;Trimestre IV
2789;Nuevo León;Mujeres;6301.33;2015;Trimestre IV
2790;Oaxaca;Hombres;3933.79;2015;Trimestre IV
2791;Oaxaca;Mujeres;3044.94;2015;Trimestre IV
2792;Puebla;Hombres;5078.82;2015;Trimestre IV
2793;Puebla;Mujeres;3455.59;2015;Trimestre IV
2794;Querétaro;Hombres;7303.07;2015;Trimestre IV
2795;Querétaro;Mujeres;5666.01;2015;Trimestre IV
2796;Quintana Roo;Hombres;7547.23;2015;Trimestre IV
2797;Quintana Roo;Mujeres;6316.51;2015;Trimestre IV
2798;San Luis Potosí;Hombres;5529.57;2015;Trimestre IV
2799;San Luis Potosí;Mujeres;4622.12;2015;Trimestre IV
2800;Sinaloa;Hombres;8017.67;2015;Trimestre IV
2801;Sinaloa;Mujeres;6608.26;2015;Trimestre IV
2802;Sonora;Hombres;8387.29;2015;Trimestre IV
2803;Sonora;Mujeres;5708.35;2015;Trimestre IV
2804;Tabasco;Hombres;6692.59;2015;Trimestre IV
2805;Tabasco;Mujeres;5031.93;2015;Trimestre IV
2806;Tamaulipas;Hombres;6782.42;2015;Trimestre IV
2807;Tamaulipas;Mujeres;5008.46;2015;Trimestre IV
2808;Tlaxcala;Hombres;5097.39;2015;Trimestre IV
2809;Tlaxcala;Mujeres;3723.52;2015;Trimestre IV
2810;Veracruz de Ignacio de la Llave;Hombres;5064.99;2015;Trimestre IV
2811;Veracruz de Ignacio de la Llave;Mujeres;4334.75;2015;Trimestre IV
2812;Yucatán;Hombres;5937.11;2015;Trimestre IV
2813;Yucatán;Mujeres;4254.97;2015;Trimestre IV
2814;Zacatecas;Hombres;5174.79;2015;Trimestre IV
2815;Zacatecas;Mujeres;3955.83;2015;Trimestre IV
2816;Aguascalientes;Hombres;7301.08;2016;Trimestre I
2817;Aguascalientes;Mujeres;5296.86;2016;Trimestre I
2818;Baja California;Hombres;8079.4;2016;Trimestre I
2819;Baja California;Mujeres;6573.65;2016;Trimestre I
2820;Baja California Sur;Hombres;9867.77;2016;Trimestre I
2821;Baja California Sur;Mujeres;7547.76;2016;Trimestre I
2822;Campeche;Hombres;6868.48;2016;Trimestre I
2823;Campeche;Mujeres;5370.5;2016;Trimestre I
2824;Coahuila de Zaragoza;Hombres;8161.11;2016;Trimestre I
2825;Coahuila de Zaragoza;Mujeres;6107.15;2016;Trimestre I
2826;Colima;Hombres;7937.28;2016;Trimestre I
2827;Colima;Mujeres;5472.92;2016;Trimestre I
2828;Chiapas;Hombres;3741.37;2016;Trimestre I
2829;Chiapas;Mujeres;3912.82;2016;Trimestre I
2830;Chihuahua;Hombres;8658.83;2016;Trimestre I
2831;Chihuahua;Mujeres;7002.9;2016;Trimestre I
2832;Ciudad de México;Hombres;8125.2;2016;Trimestre I
2833;Ciudad de México;Mujeres;6770.64;2016;Trimestre I
2834;Durango;Hombres;6287.88;2016;Trimestre I
2835;Durango;Mujeres;4371.87;2016;Trimestre I
2836;Guanajuato;Hombres;6404.16;2016;Trimestre I
2837;Guanajuato;Mujeres;4844.25;2016;Trimestre I
2838;Guerrero;Hombres;3910.08;2016;Trimestre I
2839;Guerrero;Mujeres;3401.97;2016;Trimestre I
2840;Hidalgo;Hombres;5695.59;2016;Trimestre I
2841;Hidalgo;Mujeres;4406.95;2016;Trimestre I
2842;Jalisco;Hombres;7599.8;2016;Trimestre I
2843;Jalisco;Mujeres;5542.87;2016;Trimestre I
2844;México;Hombres;6357.66;2016;Trimestre I
2845;México;Mujeres;4767.1;2016;Trimestre I
2846;Michoacán de Ocampo;Hombres;5846.81;2016;Trimestre I
2847;Michoacán de Ocampo;Mujeres;4304.22;2016;Trimestre I
2848;Morelos;Hombres;5604.4;2016;Trimestre I
2849;Morelos;Mujeres;3904.87;2016;Trimestre I
2850;Nayarit;Hombres;6646.33;2016;Trimestre I
2851;Nayarit;Mujeres;5023.14;2016;Trimestre I
2852;Nuevo León;Hombres;8505.21;2016;Trimestre I
2853;Nuevo León;Mujeres;6062.49;2016;Trimestre I
2854;Oaxaca;Hombres;3679.8;2016;Trimestre I
2855;Oaxaca;Mujeres;3036.5;2016;Trimestre I
2856;Puebla;Hombres;5150.5;2016;Trimestre I
2857;Puebla;Mujeres;3667.05;2016;Trimestre I
2858;Querétaro;Hombres;8055.27;2016;Trimestre I
2859;Querétaro;Mujeres;6136.19;2016;Trimestre I
2860;Quintana Roo;Hombres;8067.48;2016;Trimestre I
2861;Quintana Roo;Mujeres;6427.91;2016;Trimestre I
2862;San Luis Potosí;Hombres;5605.63;2016;Trimestre I
2863;San Luis Potosí;Mujeres;4616.26;2016;Trimestre I
2864;Sinaloa;Hombres;7657.23;2016;Trimestre I
2865;Sinaloa;Mujeres;5504.48;2016;Trimestre I
2866;Sonora;Hombres;8443.38;2016;Trimestre I
2867;Sonora;Mujeres;5794.21;2016;Trimestre I
2868;Tabasco;Hombres;6754.69;2016;Trimestre I
2869;Tabasco;Mujeres;5198.1;2016;Trimestre I
2870;Tamaulipas;Hombres;6999.61;2016;Trimestre I
2871;Tamaulipas;Mujeres;4959.19;2016;Trimestre I
2872;Tlaxcala;Hombres;5269.81;2016;Trimestre I
2873;Tlaxcala;Mujeres;3782.25;2016;Trimestre I
2874;Veracruz de Ignacio de la Llave;Hombres;5406.11;2016;Trimestre I
2875;Veracruz de Ignacio de la Llave;Mujeres;4459.23;2016;Trimestre I
2876;Yucatán;Hombres;6043.15;2016;Trimestre I
2877;Yucatán;Mujeres;4381.32;2016;Trimestre I
2878;Zacatecas;Hombres;5378.2;2016;Trimestre I
2879;Zacatecas;Mujeres;4209.36;2016;Trimestre I
2880;Aguascalientes;Hombres;7475.1;2016;Trimestre II
2881;Aguascalientes;Mujeres;5447.55;2016;Trimestre II
2882;Baja California;Hombres;8226.73;2016;Trimestre II
2883;Baja California;Mujeres;6660.28;2016;Trimestre II
2884;Baja California Sur;Hombres;9719.61;2016;Trimestre II
2885;Baja California Sur;Mujeres;7692.19;2016;Trimestre II
2886;Campeche;Hombres;6854.25;2016;Trimestre II
2887;Campeche;Mujeres;5376.81;2016;Trimestre II
2888;Coahuila de Zaragoza;Hombres;8336.41;2016;Trimestre II
2889;Coahuila de Zaragoza;Mujeres;6111.69;2016;Trimestre II
2890;Colima;Hombres;7879.01;2016;Trimestre II
2891;Colima;Mujeres;5512.98;2016;Trimestre II
2892;Chiapas;Hombres;3561.35;2016;Trimestre II
2893;Chiapas;Mujeres;3734.27;2016;Trimestre II
2894;Chihuahua;Hombres;9235.28;2016;Trimestre II
2895;Chihuahua;Mujeres;7342.14;2016;Trimestre II
2896;Ciudad de México;Hombres;8594.16;2016;Trimestre II
2897;Ciudad de México;Mujeres;6985.92;2016;Trimestre II
2898;Durango;Hombres;6378.46;2016;Trimestre II
2899;Durango;Mujeres;4405.93;2016;Trimestre II
2900;Guanajuato;Hombres;6632.76;2016;Trimestre II
2901;Guanajuato;Mujeres;4832.03;2016;Trimestre II
2902;Guerrero;Hombres;3608.01;2016;Trimestre II
2903;Guerrero;Mujeres;3406.44;2016;Trimestre II
2904;Hidalgo;Hombres;5517.7;2016;Trimestre II
2905;Hidalgo;Mujeres;4346.13;2016;Trimestre II
2906;Jalisco;Hombres;7463.16;2016;Trimestre II
2907;Jalisco;Mujeres;5441.89;2016;Trimestre II
2908;México;Hombres;6250.13;2016;Trimestre II
2909;México;Mujeres;4868.33;2016;Trimestre II
2910;Michoacán de Ocampo;Hombres;5735.27;2016;Trimestre II
2911;Michoacán de Ocampo;Mujeres;4540.29;2016;Trimestre II
2912;Morelos;Hombres;5505.79;2016;Trimestre II
2913;Morelos;Mujeres;3843.07;2016;Trimestre II
2914;Nayarit;Hombres;6487.1;2016;Trimestre II
2915;Nayarit;Mujeres;4868.08;2016;Trimestre II
2916;Nuevo León;Hombres;8823.27;2016;Trimestre II
2917;Nuevo León;Mujeres;6679.49;2016;Trimestre II
2918;Oaxaca;Hombres;3719.9;2016;Trimestre II
2919;Oaxaca;Mujeres;2960.05;2016;Trimestre II
2920;Puebla;Hombres;5068.88;2016;Trimestre II
2921;Puebla;Mujeres;3704.22;2016;Trimestre II
2922;Querétaro;Hombres;8082.26;2016;Trimestre II
2923;Querétaro;Mujeres;6003.9;2016;Trimestre II
2924;Quintana Roo;Hombres;8163.73;2016;Trimestre II
2925;Quintana Roo;Mujeres;6328.24;2016;Trimestre II
2926;San Luis Potosí;Hombres;5700.84;2016;Trimestre II
2927;San Luis Potosí;Mujeres;4466.7;2016;Trimestre II
2928;Sinaloa;Hombres;7826.82;2016;Trimestre II
2929;Sinaloa;Mujeres;5827.07;2016;Trimestre II
2930;Sonora;Hombres;8485.27;2016;Trimestre II
2931;Sonora;Mujeres;6071.03;2016;Trimestre II
2932;Tabasco;Hombres;6340.05;2016;Trimestre II
2933;Tabasco;Mujeres;4651.3;2016;Trimestre II
2934;Tamaulipas;Hombres;7010.9;2016;Trimestre II
2935;Tamaulipas;Mujeres;5075.21;2016;Trimestre II
2936;Tlaxcala;Hombres;5316.41;2016;Trimestre II
2937;Tlaxcala;Mujeres;3746.31;2016;Trimestre II
2938;Veracruz de Ignacio de la Llave;Hombres;5362.01;2016;Trimestre II
2939;Veracruz de Ignacio de la Llave;Mujeres;4412.06;2016;Trimestre II
2940;Yucatán;Hombres;6095.27;2016;Trimestre II
2941;Yucatán;Mujeres;4377.55;2016;Trimestre II
2942;Zacatecas;Hombres;5578.01;2016;Trimestre II
2943;Zacatecas;Mujeres;4677.35;2016;Trimestre II
2944;Aguascalientes;Hombres;7281.12;2016;Trimestre III
2945;Aguascalientes;Mujeres;5222.89;2016;Trimestre III
2946;Baja California;Hombres;8863.93;2016;Trimestre III
2947;Baja California;Mujeres;6673.81;2016;Trimestre III
2948;Baja California Sur;Hombres;10557.24;2016;Trimestre III
2949;Baja California Sur;Mujeres;7420.66;2016;Trimestre III
2950;Campeche;Hombres;6644.41;2016;Trimestre III
2951;Campeche;Mujeres;5331.62;2016;Trimestre III
2952;Coahuila de Zaragoza;Hombres;8345.69;2016;Trimestre III
2953;Coahuila de Zaragoza;Mujeres;6174.1;2016;Trimestre III
2954;Colima;Hombres;7945.11;2016;Trimestre III
2955;Colima;Mujeres;5371.64;2016;Trimestre III
2956;Chiapas;Hombres;3444.11;2016;Trimestre III
2957;Chiapas;Mujeres;3840.48;2016;Trimestre III
2958;Chihuahua;Hombres;9552.95;2016;Trimestre III
2959;Chihuahua;Mujeres;7160.78;2016;Trimestre III
2960;Ciudad de México;Hombres;8750.29;2016;Trimestre III
2961;Ciudad de México;Mujeres;6722.04;2016;Trimestre III
2962;Durango;Hombres;6432.92;2016;Trimestre III
2963;Durango;Mujeres;4604.87;2016;Trimestre III
2964;Guanajuato;Hombres;6380.69;2016;Trimestre III
2965;Guanajuato;Mujeres;4621.74;2016;Trimestre III
2966;Guerrero;Hombres;3252.68;2016;Trimestre III
2967;Guerrero;Mujeres;3482.06;2016;Trimestre III
2968;Hidalgo;Hombres;5728.25;2016;Trimestre III
2969;Hidalgo;Mujeres;4508.38;2016;Trimestre III
2970;Jalisco;Hombres;7584.23;2016;Trimestre III
2971;Jalisco;Mujeres;5583.6;2016;Trimestre III
2972;México;Hombres;6690.98;2016;Trimestre III
2973;México;Mujeres;5178.82;2016;Trimestre III
2974;Michoacán de Ocampo;Hombres;5670.67;2016;Trimestre III
2975;Michoacán de Ocampo;Mujeres;4427.23;2016;Trimestre III
2976;Morelos;Hombres;5520.74;2016;Trimestre III
2977;Morelos;Mujeres;3778.28;2016;Trimestre III
2978;Nayarit;Hombres;6686.5;2016;Trimestre III
2979;Nayarit;Mujeres;5080.4;2016;Trimestre III
2980;Nuevo León;Hombres;8743.93;2016;Trimestre III
2981;Nuevo León;Mujeres;6261.26;2016;Trimestre III
2982;Oaxaca;Hombres;3504.02;2016;Trimestre III
2983;Oaxaca;Mujeres;2988.65;2016;Trimestre III
2984;Puebla;Hombres;5312.33;2016;Trimestre III
2985;Puebla;Mujeres;3465.14;2016;Trimestre III
2986;Querétaro;Hombres;8296.78;2016;Trimestre III
2987;Querétaro;Mujeres;6069.24;2016;Trimestre III
2988;Quintana Roo;Hombres;8111.57;2016;Trimestre III
2989;Quintana Roo;Mujeres;6314.32;2016;Trimestre III
2990;San Luis Potosí;Hombres;5772.28;2016;Trimestre III
2991;San Luis Potosí;Mujeres;4703.68;2016;Trimestre III
2992;Sinaloa;Hombres;7568.25;2016;Trimestre III
2993;Sinaloa;Mujeres;5607.28;2016;Trimestre III
2994;Sonora;Hombres;8109.8;2016;Trimestre III
2995;Sonora;Mujeres;5968.29;2016;Trimestre III
2996;Tabasco;Hombres;6290.92;2016;Trimestre III
2997;Tabasco;Mujeres;4781.97;2016;Trimestre III
2998;Tamaulipas;Hombres;7212.84;2016;Trimestre III
2999;Tamaulipas;Mujeres;5256.89;2016;Trimestre III
3000;Tlaxcala;Hombres;5130.63;2016;Trimestre III
3001;Tlaxcala;Mujeres;3895.57;2016;Trimestre III
3002;Veracruz de Ignacio de la Llave;Hombres;5343.56;2016;Trimestre III
3003;Veracruz de Ignacio de la Llave;Mujeres;4128.68;2016;Trimestre III
3004;Yucatán;Hombres;6106.23;2016;Trimestre III
3005;Yucatán;Mujeres;4575.65;2016;Trimestre III
3006;Zacatecas;Hombres;5387.04;2016;Trimestre III
3007;Zacatecas;Mujeres;4234.2;2016;Trimestre III
3008;Aguascalientes;Hombres;7260.29;2016;Trimestre IV
3009;Aguascalientes;Mujeres;5401.84;2016;Trimestre IV
3010;Baja California;Hombres;8325.34;2016;Trimestre IV
3011;Baja California;Mujeres;6749.12;2016;Trimestre IV
3012;Baja California Sur;Hombres;10518.0;2016;Trimestre IV
3013;Baja California Sur;Mujeres;8496.72;2016;Trimestre IV
3014;Campeche;Hombres;6693.49;2016;Trimestre IV
3015;Campeche;Mujeres;4981.9;2016;Trimestre IV
3016;Coahuila de Zaragoza;Hombres;8032.29;2016;Trimestre IV
3017;Coahuila de Zaragoza;Mujeres;5915.58;2016;Trimestre IV
3018;Colima;Hombres;7893.47;2016;Trimestre IV
3019;Colima;Mujeres;5496.18;2016;Trimestre IV
3020;Chiapas;Hombres;3549.03;2016;Trimestre IV
3021;Chiapas;Mujeres;3875.43;2016;Trimestre IV
3022;Chihuahua;Hombres;9364.97;2016;Trimestre IV
3023;Chihuahua;Mujeres;7015.33;2016;Trimestre IV
3024;Ciudad de México;Hombres;8819.1;2016;Trimestre IV
3025;Ciudad de México;Mujeres;7063.8;2016;Trimestre IV
3026;Durango;Hombres;6342.03;2016;Trimestre IV
3027;Durango;Mujeres;4749.74;2016;Trimestre IV
3028;Guanajuato;Hombres;6443.83;2016;Trimestre IV
3029;Guanajuato;Mujeres;4842.73;2016;Trimestre IV
3030;Guerrero;Hombres;3353.1;2016;Trimestre IV
3031;Guerrero;Mujeres;3615.5;2016;Trimestre IV
3032;Hidalgo;Hombres;5580.36;2016;Trimestre IV
3033;Hidalgo;Mujeres;4498.78;2016;Trimestre IV
3034;Jalisco;Hombres;7534.66;2016;Trimestre IV
3035;Jalisco;Mujeres;5570.83;2016;Trimestre IV
3036;México;Hombres;6311.97;2016;Trimestre IV
3037;México;Mujeres;5010.59;2016;Trimestre IV
3038;Michoacán de Ocampo;Hombres;5780.96;2016;Trimestre IV
3039;Michoacán de Ocampo;Mujeres;4173.66;2016;Trimestre IV
3040;Morelos;Hombres;5266.14;2016;Trimestre IV
3041;Morelos;Mujeres;3774.31;2016;Trimestre IV
3042;Nayarit;Hombres;6564.77;2016;Trimestre IV
3043;Nayarit;Mujeres;4757.87;2016;Trimestre IV
3044;Nuevo León;Hombres;8991.65;2016;Trimestre IV
3045;Nuevo León;Mujeres;6320.22;2016;Trimestre IV
3046;Oaxaca;Hombres;3781.08;2016;Trimestre IV
3047;Oaxaca;Mujeres;3087.49;2016;Trimestre IV
3048;Puebla;Hombres;4991.95;2016;Trimestre IV
3049;Puebla;Mujeres;3305.82;2016;Trimestre IV
3050;Querétaro;Hombres;7969.95;2016;Trimestre IV
3051;Querétaro;Mujeres;6005.74;2016;Trimestre IV
3052;Quintana Roo;Hombres;8104.34;2016;Trimestre IV
3053;Quintana Roo;Mujeres;6330.08;2016;Trimestre IV
3054;San Luis Potosí;Hombres;5240.62;2016;Trimestre IV
3055;San Luis Potosí;Mujeres;4257.22;2016;Trimestre IV
3056;Sinaloa;Hombres;7899.29;2016;Trimestre IV
3057;Sinaloa;Mujeres;5698.56;2016;Trimestre IV
3058;Sonora;Hombres;8538.46;2016;Trimestre IV
3059;Sonora;Mujeres;5882.8;2016;Trimestre IV
3060;Tabasco;Hombres;5781.96;2016;Trimestre IV
3061;Tabasco;Mujeres;4316.79;2016;Trimestre IV
3062;Tamaulipas;Hombres;7206.89;2016;Trimestre IV
3063;Tamaulipas;Mujeres;5128.53;2016;Trimestre IV
3064;Tlaxcala;Hombres;5128.64;2016;Trimestre IV
3065;Tlaxcala;Mujeres;3577.05;2016;Trimestre IV
3066;Veracruz de Ignacio de la Llave;Hombres;5166.78;2016;Trimestre IV
3067;Veracruz de Ignacio de la Llave;Mujeres;4106.43;2016;Trimestre IV
3068;Yucatán;Hombres;6283.73;2016;Trimestre IV
3069;Yucatán;Mujeres;4507.37;2016;Trimestre IV
3070;Zacatecas;Hombres;5217.49;2016;Trimestre IV
3071;Zacatecas;Mujeres;4137.22;2016;Trimestre IV
3072;Aguascalientes;Hombres;7342.92;2017;Trimestre I
3073;Aguascalientes;Mujeres;5543.31;2017;Trimestre I
3074;Baja California;Hombres;8294.3;2017;Trimestre I
3075;Baja California;Mujeres;6434.1;2017;Trimestre I
3076;Baja California Sur;Hombres;10423.64;2017;Trimestre I
