;Entidad Federativa;Sexo;Salario;Año;Trimestre
1684;Guanajuato;Hombres;6006.17;2011;Trimestre III
1685;Guanajuato;Mujeres;4580.93;2011;Trimestre III
1686;Guerrero;Hombres;3572.46;2011;Trimestre III
1687;Guerrero;Mujeres;3383.48;2011;Trimestre III
1688;Hidalgo;Hombres;5229.45;2011;Trimestre III
1689;Hidalgo;Mujeres;4199.18;2011;Trimestre III
1690;Jalisco;Hombres;7176.56;2011;Trimestre III
1691;Jalisco;Mujeres;4982.69;2011;Trimestre III
1692;México;Hombres;7509.66;2011;Trimestre III
1693;México;Mujeres;5817.81;2011;Trimestre III
1694;Michoacán de Ocampo;Hombres;6131.81;2011;Trimestre III
1695;Michoacán de Ocampo;Mujeres;4285.58;2011;Trimestre III
1696;Morelos;Hombres;6161.19;2011;Trimestre III
1697;Morelos;Mujeres;4481.92;2011;Trimestre III
1698;Nayarit;Hombres;6536.95;2011;Trimestre III
1699;Nayarit;Mujeres;5190.39;2011;Trimestre III
1700;Nuevo León;Hombres;8872.98;2011;Trimestre III
1701;Nuevo León;Mujeres;6489.32;2011;Trimestre III
1702;Oaxaca;Hombres;3876.78;2011;Trimestre III
1703;Oaxaca;Mujeres;3099.44;2011;Trimestre III
1704;Puebla;Hombres;5076.22;2011;Trimestre III
1705;Puebla;Mujeres;3681.3;2011;Trimestre III
1706;Querétaro;Hombres;7128.6;2011;Trimestre III
1707;Querétaro;Mujeres;5523.44;2011;Trimestre III
1708;Quintana Roo;Hombres;8375.05;2011;Trimestre III
1709;Quintana Roo;Mujeres;6391.24;2011;Trimestre III
1710;San Luis Potosí;Hombres;5693.23;2011;Trimestre III
1711;San Luis Potosí;Mujeres;4650.54;2011;Trimestre III
1712;Sinaloa;Hombres;7701.54;2011;Trimestre III
1713;Sinaloa;Mujeres;5921.85;2011;Trimestre III
1714;Sonora;Hombres;8400.58;2011;Trimestre III
1715;Sonora;Mujeres;5364.33;2011;Trimestre III
1716;Tabasco;Hombres;6627.68;2011;Trimestre III
1717;Tabasco;Mujeres;5173.58;2011;Trimestre III
1718;Tamaulipas;Hombres;7145.16;2011;Trimestre III
1719;Tamaulipas;Mujeres;5191.47;2011;Trimestre III
1720;Tlaxcala;Hombres;5052.85;2011;Trimestre III
1721;Tlaxcala;Mujeres;3883.33;2011;Trimestre III
1722;Veracruz de Ignacio de la Llave;Hombres;5889.76;2011;Trimestre III
1723;Veracruz de Ignacio de la Llave;Mujeres;4564.47;2011;Trimestre III
1724;Yucatán;Hombres;6233.58;2011;Trimestre III
1725;Yucatán;Mujeres;4394.58;2011;Trimestre III
1726;Zacatecas;Hombres;5068.15;2011;Trimestre III
1727;Zacatecas;Mujeres;4262.4;2011;Trimestre III
1728;Aguascalientes;Hombres;6554.22;2011;Trimestre IV
1729;Aguascalientes;Mujeres;5067.46;2011;Trimestre IV
1730;Baja California;Hombres;8920.94;2011;Trimestre IV
1731;Baja California;Mujeres;6955.21;2011;Trimestre IV
1732;Baja California Sur;Hombres;10652.77;2011;Trimestre IV
1733;Baja California Sur;Mujeres;8118.83;2011;Trimestre IV
1734;Campeche;Hombres;7151.35;2011;Trimestre IV
1735;Campeche;Mujeres;5298.37;2011;Trimestre IV
1736;Coahuila de Zaragoza;Hombres;7560.58;2011;Trimestre IV
1737;Coahuila de Zaragoza;Mujeres;5581.38;2011;Trimestre IV
1738;Colima;Hombres;7941.36;2011;Trimestre IV
1739;Colima;Mujeres;5222.13;2011;Trimestre IV
1740;Chiapas;Hombres;3661.17;2011;Trimestre IV
1741;Chiapas;Mujeres;3722.53;2011;Trimestre IV
1742;Chihuahua;Hombres;7909.17;2011;Trimestre IV
1743;Chihuahua;Mujeres;6458.78;2011;Trimestre IV
1744;Ciudad de México;Hombres;8623.67;2011;Trimestre IV
1745;Ciudad de México;Mujeres;6746.64;2011;Trimestre IV
1746;Durango;Hombres;5972.0;2011;Trimestre IV
1747;Durango;Mujeres;4558.18;2011;Trimestre IV
1748;Guanajuato;Hombres;5772.04;2011;Trimestre IV
1749;Guanajuato;Mujeres;4229.79;2011;Trimestre IV
1750;Guerrero;Hombres;3575.93;2011;Trimestre IV
1751;Guerrero;Mujeres;2980.45;2011;Trimestre IV
1752;Hidalgo;Hombres;5679.22;2011;Trimestre IV
1753;Hidalgo;Mujeres;4345.22;2011;Trimestre IV
1754;Jalisco;Hombres;7206.97;2011;Trimestre IV
1755;Jalisco;Mujeres;4988.06;2011;Trimestre IV
1756;México;Hombres;6878.07;2011;Trimestre IV
1757;México;Mujeres;5297.37;2011;Trimestre IV
1758;Michoacán de Ocampo;Hombres;6374.09;2011;Trimestre IV
1759;Michoacán de Ocampo;Mujeres;4526.47;2011;Trimestre IV
1760;Morelos;Hombres;5842.37;2011;Trimestre IV
1761;Morelos;Mujeres;4049.12;2011;Trimestre IV
1762;Nayarit;Hombres;6391.51;2011;Trimestre IV
1763;Nayarit;Mujeres;5056.89;2011;Trimestre IV
1764;Nuevo León;Hombres;9015.1;2011;Trimestre IV
1765;Nuevo León;Mujeres;6173.95;2011;Trimestre IV
1766;Oaxaca;Hombres;3901.16;2011;Trimestre IV
1767;Oaxaca;Mujeres;3026.93;2011;Trimestre IV
1768;Puebla;Hombres;4953.55;2011;Trimestre IV
1769;Puebla;Mujeres;3504.37;2011;Trimestre IV
1770;Querétaro;Hombres;7273.98;2011;Trimestre IV
1771;Querétaro;Mujeres;5480.53;2011;Trimestre IV
1772;Quintana Roo;Hombres;8313.9;2011;Trimestre IV
1773;Quintana Roo;Mujeres;6492.1;2011;Trimestre IV
1774;San Luis Potosí;Hombres;5473.88;2011;Trimestre IV
1775;San Luis Potosí;Mujeres;4615.19;2011;Trimestre IV
1776;Sinaloa;Hombres;7661.58;2011;Trimestre IV
1777;Sinaloa;Mujeres;5437.49;2011;Trimestre IV
1778;Sonora;Hombres;7943.14;2011;Trimestre IV
1779;Sonora;Mujeres;5646.47;2011;Trimestre IV
1780;Tabasco;Hombres;6743.95;2011;Trimestre IV
1781;Tabasco;Mujeres;4938.22;2011;Trimestre IV
1782;Tamaulipas;Hombres;6549.95;2011;Trimestre IV
1783;Tamaulipas;Mujeres;5038.68;2011;Trimestre IV
1784;Tlaxcala;Hombres;5140.62;2011;Trimestre IV
1785;Tlaxcala;Mujeres;3850.32;2011;Trimestre IV
1786;Veracruz de Ignacio de la Llave;Hombres;5498.27;2011;Trimestre IV
1787;Veracruz de Ignacio de la Llave;Mujeres;4252.87;2011;Trimestre IV
1788;Yucatán;Hombres;5947.6;2011;Trimestre IV
1789;Yucatán;Mujeres;4155.42;2011;Trimestre IV
1790;Zacatecas;Hombres;4921.36;2011;Trimestre IV
1791;Zacatecas;Mujeres;4008.55;2011;Trimestre IV
1792;Aguascalientes;Hombres;7233.25;2012;Trimestre I
1793;Aguascalientes;Mujeres;5581.78;2012;Trimestre I
1794;Baja California;Hombres;9022.82;2012;Trimestre I
1795;Baja California;Mujeres;7351.42;2012;Trimestre I
1796;Baja California Sur;Hombres;10023.84;2012;Trimestre I
1797;Baja California Sur;Mujeres;7691.49;2012;Trimestre I
1798;Campeche;Hombres;6896.68;2012;Trimestre I
1799;Campeche;Mujeres;5351.96;2012;Trimestre I
1800;Coahuila de Zaragoza;Hombres;7509.03;2012;Trimestre I
1801;Coahuila de Zaragoza;Mujeres;5727.81;2012;Trimestre I
1802;Colima;Hombres;8066.57;2012;Trimestre I
1803;Colima;Mujeres;5549.13;2012;Trimestre I
1804;Chiapas;Hombres;3704.64;2012;Trimestre I
1805;Chiapas;Mujeres;3807.83;2012;Trimestre I
1806;Chihuahua;Hombres;7652.73;2012;Trimestre I
1807;Chihuahua;Mujeres;6640.23;2012;Trimestre I
1808;Ciudad de México;Hombres;8875.17;2012;Trimestre I
1809;Ciudad de México;Mujeres;6698.31;2012;Trimestre I
1810;Durango;Hombres;5947.81;2012;Trimestre I
1811;Durango;Mujeres;4851.22;2012;Trimestre I
1812;Guanajuato;Hombres;6199.65;2012;Trimestre I
1813;Guanajuato;Mujeres;4435.21;2012;Trimestre I
1814;Guerrero;Hombres;3949.01;2012;Trimestre I
1815;Guerrero;Mujeres;3369.91;2012;Trimestre I
1816;Hidalgo;Hombres;5392.07;2012;Trimestre I
1817;Hidalgo;Mujeres;4400.82;2012;Trimestre I
1818;Jalisco;Hombres;7188.61;2012;Trimestre I
1819;Jalisco;Mujeres;5170.61;2012;Trimestre I
1820;México;Hombres;7178.03;2012;Trimestre I
1821;México;Mujeres;5550.95;2012;Trimestre I
1822;Michoacán de Ocampo;Hombres;6269.63;2012;Trimestre I
1823;Michoacán de Ocampo;Mujeres;4411.35;2012;Trimestre I
1824;Morelos;Hombres;6091.16;2012;Trimestre I
1825;Morelos;Mujeres;4552.69;2012;Trimestre I
1826;Nayarit;Hombres;6434.1;2012;Trimestre I
1827;Nayarit;Mujeres;5054.59;2012;Trimestre I
1828;Nuevo León;Hombres;8829.26;2012;Trimestre I
1829;Nuevo León;Mujeres;6128.49;2012;Trimestre I
1830;Oaxaca;Hombres;4157.33;2012;Trimestre I
1831;Oaxaca;Mujeres;3253.03;2012;Trimestre I
1832;Puebla;Hombres;5481.76;2012;Trimestre I
1833;Puebla;Mujeres;3862.74;2012;Trimestre I
1834;Querétaro;Hombres;7316.71;2012;Trimestre I
1835;Querétaro;Mujeres;5672.34;2012;Trimestre I
1836;Quintana Roo;Hombres;8504.31;2012;Trimestre I
1837;Quintana Roo;Mujeres;6752.93;2012;Trimestre I
1838;San Luis Potosí;Hombres;5473.96;2012;Trimestre I
1839;San Luis Potosí;Mujeres;4778.9;2012;Trimestre I
1840;Sinaloa;Hombres;7707.37;2012;Trimestre I
1841;Sinaloa;Mujeres;5707.87;2012;Trimestre I
1842;Sonora;Hombres;7737.6;2012;Trimestre I
1843;Sonora;Mujeres;6198.67;2012;Trimestre I
1844;Tabasco;Hombres;7151.71;2012;Trimestre I
1845;Tabasco;Mujeres;5216.65;2012;Trimestre I
1846;Tamaulipas;Hombres;7069.63;2012;Trimestre I
1847;Tamaulipas;Mujeres;5103.77;2012;Trimestre I
1848;Tlaxcala;Hombres;5253.46;2012;Trimestre I
1849;Tlaxcala;Mujeres;3944.48;2012;Trimestre I
1850;Veracruz de Ignacio de la Llave;Hombres;5906.28;2012;Trimestre I
1851;Veracruz de Ignacio de la Llave;Mujeres;4608.74;2012;Trimestre I
1852;Yucatán;Hombres;6072.24;2012;Trimestre I
1853;Yucatán;Mujeres;4263.28;2012;Trimestre I
1854;Zacatecas;Hombres;5331.86;2012;Trimestre I
1855;Zacatecas;Mujeres;4910.95;2012;Trimestre I
1856;Aguascalientes;Hombres;7075.4;2012;Trimestre II
1857;Aguascalientes;Mujeres;5403.87;2012;Trimestre II
1858;Baja California;Hombres;9081.07;2012;Trimestre II
1859;Baja California;Mujeres;7064.54;2012;Trimestre II
1860;Baja California Sur;Hombres;10215.21;2012;Trimestre II
1861;Baja California Sur;Mujeres;8116.95;2012;Trimestre II
1862;Campeche;Hombres;7250.04;2012;Trimestre II
1863;Campeche;Mujeres;5804.83;2012;Trimestre II
1864;Coahuila de Zaragoza;Hombres;7750.06;2012;Trimestre II
1865;Coahuila de Zaragoza;Mujeres;5638.0;2012;Trimestre II
1866;Colima;Hombres;8368.09;2012;Trimestre II
1867;Colima;Mujeres;5403.9;2012;Trimestre II
1868;Chiapas;Hombres;3713.26;2012;Trimestre II
1869;Chiapas;Mujeres;3415.77;2012;Trimestre II
1870;Chihuahua;Hombres;8006.55;2012;Trimestre II
1871;Chihuahua;Mujeres;6600.78;2012;Trimestre II
1872;Ciudad de México;Hombres;8827.62;2012;Trimestre II
1873;Ciudad de México;Mujeres;7039.46;2012;Trimestre II
1874;Durango;Hombres;5813.55;2012;Trimestre II
1875;Durango;Mujeres;5001.38;2012;Trimestre II
1876;Guanajuato;Hombres;5896.12;2012;Trimestre II
1877;Guanajuato;Mujeres;4066.78;2012;Trimestre II
1878;Guerrero;Hombres;3787.92;2012;Trimestre II
1879;Guerrero;Mujeres;3253.89;2012;Trimestre II
1880;Hidalgo;Hombres;5858.42;2012;Trimestre II
1881;Hidalgo;Mujeres;4466.1;2012;Trimestre II
1882;Jalisco;Hombres;7414.28;2012;Trimestre II
1883;Jalisco;Mujeres;5354.25;2012;Trimestre II
1884;México;Hombres;7144.67;2012;Trimestre II
1885;México;Mujeres;5401.3;2012;Trimestre II
1886;Michoacán de Ocampo;Hombres;6569.64;2012;Trimestre II
1887;Michoacán de Ocampo;Mujeres;4474.51;2012;Trimestre II
1888;Morelos;Hombres;6101.31;2012;Trimestre II
1889;Morelos;Mujeres;4564.45;2012;Trimestre II
1890;Nayarit;Hombres;6405.89;2012;Trimestre II
1891;Nayarit;Mujeres;5013.85;2012;Trimestre II
1892;Nuevo León;Hombres;8698.1;2012;Trimestre II
1893;Nuevo León;Mujeres;6144.5;2012;Trimestre II
1894;Oaxaca;Hombres;4098.6;2012;Trimestre II
1895;Oaxaca;Mujeres;3385.1;2012;Trimestre II
1896;Puebla;Hombres;5082.11;2012;Trimestre II
1897;Puebla;Mujeres;3802.94;2012;Trimestre II
1898;Querétaro;Hombres;7472.09;2012;Trimestre II
1899;Querétaro;Mujeres;5746.36;2012;Trimestre II
1900;Quintana Roo;Hombres;8233.45;2012;Trimestre II
1901;Quintana Roo;Mujeres;6416.17;2012;Trimestre II
1902;San Luis Potosí;Hombres;5269.06;2012;Trimestre II
1903;San Luis Potosí;Mujeres;4450.33;2012;Trimestre II
1904;Sinaloa;Hombres;8048.46;2012;Trimestre II
1905;Sinaloa;Mujeres;5446.88;2012;Trimestre II
1906;Sonora;Hombres;7587.02;2012;Trimestre II
1907;Sonora;Mujeres;5929.66;2012;Trimestre II
1908;Tabasco;Hombres;7136.27;2012;Trimestre II
1909;Tabasco;Mujeres;5269.68;2012;Trimestre II
1910;Tamaulipas;Hombres;7164.41;2012;Trimestre II
1911;Tamaulipas;Mujeres;5237.76;2012;Trimestre II
1912;Tlaxcala;Hombres;4918.63;2012;Trimestre II
1913;Tlaxcala;Mujeres;3815.12;2012;Trimestre II
1914;Veracruz de Ignacio de la Llave;Hombres;5883.2;2012;Trimestre II
1915;Veracruz de Ignacio de la Llave;Mujeres;4594.9;2012;Trimestre II
1916;Yucatán;Hombres;6134.77;2012;Trimestre II
1917;Yucatán;Mujeres;4306.56;2012;Trimestre II
1918;Zacatecas;Hombres;5181.24;2012;Trimestre II
1919;Zacatecas;Mujeres;4115.1;2012;Trimestre II
1920;Aguascalientes;Hombres;6954.28;2012;Trimestre III
1921;Aguascalientes;Mujeres;5417.25;2012;Trimestre III
1922;Baja California;Hombres;8533.4;2012;Trimestre III
1923;Baja California;Mujeres;6959.98;2012;Trimestre III
1924;Baja California Sur;Hombres;10480.38;2012;Trimestre III
1925;Baja California Sur;Mujeres;8448.03;2012;Trimestre III
1926;Campeche;Hombres;6876.06;2012;Trimestre III
1927;Campeche;Mujeres;4934.86;2012;Trimestre III
1928;Coahuila de Zaragoza;Hombres;7693.28;2012;Trimestre III
1929;Coahuila de Zaragoza;Mujeres;6048.3;2012;Trimestre III
1930;Colima;Hombres;8389.32;2012;Trimestre III
1931;Colima;Mujeres;5334.76;2012;Trimestre III
1932;Chiapas;Hombres;3697.24;2012;Trimestre III
1933;Chiapas;Mujeres;3950.57;2012;Trimestre III
1934;Chihuahua;Hombres;8291.7;2012;Trimestre III
1935;Chihuahua;Mujeres;6844.15;2012;Trimestre III
1936;Ciudad de México;Hombres;9032.97;2012;Trimestre III
1937;Ciudad de México;Mujeres;6951.01;2012;Trimestre III
1938;Durango;Hombres;5711.68;2012;Trimestre III
1939;Durango;Mujeres;4490.56;2012;Trimestre III
1940;Guanajuato;Hombres;5914.02;2012;Trimestre III
1941;Guanajuato;Mujeres;4198.24;2012;Trimestre III
1942;Guerrero;Hombres;3366.87;2012;Trimestre III
1943;Guerrero;Mujeres;3024.25;2012;Trimestre III
1944;Hidalgo;Hombres;5619.14;2012;Trimestre III
1945;Hidalgo;Mujeres;4385.83;2012;Trimestre III
1946;Jalisco;Hombres;7205.14;2012;Trimestre III
1947;Jalisco;Mujeres;5239.7;2012;Trimestre III
1948;México;Hombres;6873.79;2012;Trimestre III
1949;México;Mujeres;4943.48;2012;Trimestre III
1950;Michoacán de Ocampo;Hombres;6206.16;2012;Trimestre III
1951;Michoacán de Ocampo;Mujeres;4326.22;2012;Trimestre III
1952;Morelos;Hombres;5788.8;2012;Trimestre III
1953;Morelos;Mujeres;4179.88;2012;Trimestre III
1954;Nayarit;Hombres;6519.91;2012;Trimestre III
1955;Nayarit;Mujeres;4847.21;2012;Trimestre III
1956;Nuevo León;Hombres;9064.33;2012;Trimestre III
1957;Nuevo León;Mujeres;6434.67;2012;Trimestre III
1958;Oaxaca;Hombres;4068.44;2012;Trimestre III
1959;Oaxaca;Mujeres;3069.65;2012;Trimestre III
1960;Puebla;Hombres;5322.77;2012;Trimestre III
1961;Puebla;Mujeres;3664.78;2012;Trimestre III
1962;Querétaro;Hombres;6997.82;2012;Trimestre III
1963;Querétaro;Mujeres;5238.05;2012;Trimestre III
1964;Quintana Roo;Hombres;8118.46;2012;Trimestre III
1965;Quintana Roo;Mujeres;6483.81;2012;Trimestre III
1966;San Luis Potosí;Hombres;5151.49;2012;Trimestre III
1967;San Luis Potosí;Mujeres;4445.31;2012;Trimestre III
1968;Sinaloa;Hombres;7307.56;2012;Trimestre III
1969;Sinaloa;Mujeres;5439.03;2012;Trimestre III
1970;Sonora;Hombres;7947.42;2012;Trimestre III
1971;Sonora;Mujeres;6157.71;2012;Trimestre III
1972;Tabasco;Hombres;7137.18;2012;Trimestre III
1973;Tabasco;Mujeres;5274.21;2012;Trimestre III
1974;Tamaulipas;Hombres;6989.88;2012;Trimestre III
1975;Tamaulipas;Mujeres;5254.69;2012;Trimestre III
1976;Tlaxcala;Hombres;5209.69;2012;Trimestre III
1977;Tlaxcala;Mujeres;4024.09;2012;Trimestre III
1978;Veracruz de Ignacio de la Llave;Hombres;5620.99;2012;Trimestre III
1979;Veracruz de Ignacio de la Llave;Mujeres;4576.18;2012;Trimestre III
1980;Yucatán;Hombres;6183.98;2012;Trimestre III
1981;Yucatán;Mujeres;4647.86;2012;Trimestre III
1982;Zacatecas;Hombres;4933.21;2012;Trimestre III
1983;Zacatecas;Mujeres;3960.7;2012;Trimestre III
1984;Aguascalientes;Hombres;7310.34;2012;Trimestre IV
1985;Aguascalientes;Mujeres;5494.06;2012;Trimestre IV
1986;Baja California;Hombres;8909.57;2012;Trimestre IV
1987;Baja California;Mujeres;6947.99;2012;Trimestre IV
1988;Baja California Sur;Hombres;10784.39;2012;Trimestre IV
1989;Baja California Sur;Mujeres;8009.81;2012;Trimestre IV
1990;Campeche;Hombres;7167.19;2012;Trimestre IV
1991;Campeche;Mujeres;4995.71;2012;Trimestre IV
1992;Coahuila de Zaragoza;Hombres;7551.68;2012;Trimestre IV
1993;Coahuila de Zaragoza;Mujeres;6041.95;2012;Trimestre IV
1994;Colima;Hombres;8081.16;2012;Trimestre IV
1995;Colima;Mujeres;5589.16;2012;Trimestre IV
1996;Chiapas;Hombres;3626.57;2012;Trimestre IV
1997;Chiapas;Mujeres;3923.58;2012;Trimestre IV
1998;Chihuahua;Hombres;8049.98;2012;Trimestre IV
1999;Chihuahua;Mujeres;6704.58;2012;Trimestre IV
2000;Ciudad de México;Hombres;8901.63;2012;Trimestre IV
2001;Ciudad de México;Mujeres;6682.37;2012;Trimestre IV
2002;Durango;Hombres;6096.17;2012;Trimestre IV
2003;Durango;Mujeres;4319.44;2012;Trimestre IV
2004;Guanajuato;Hombres;6029.88;2012;Trimestre IV
2005;Guanajuato;Mujeres;4404.41;2012;Trimestre IV
2006;Guerrero;Hombres;3416.55;2012;Trimestre IV
2007;Guerrero;Mujeres;3323.2;2012;Trimestre IV
2008;Hidalgo;Hombres;5493.44;2012;Trimestre IV
2009;Hidalgo;Mujeres;4368.23;2012;Trimestre IV
2010;Jalisco;Hombres;7434.82;2012;Trimestre IV
2011;Jalisco;Mujeres;5390.96;2012;Trimestre IV
2012;México;Hombres;6548.12;2012;Trimestre IV
2013;México;Mujeres;5015.34;2012;Trimestre IV
2014;Michoacán de Ocampo;Hombres;6128.64;2012;Trimestre IV
2015;Michoacán de Ocampo;Mujeres;4286.09;2012;Trimestre IV
2016;Morelos;Hombres;6044.9;2012;Trimestre IV
2017;Morelos;Mujeres;4237.81;2012;Trimestre IV
2018;Nayarit;Hombres;6476.25;2012;Trimestre IV
2019;Nayarit;Mujeres;4851.52;2012;Trimestre IV
2020;Nuevo León;Hombres;8754.3;2012;Trimestre IV
2021;Nuevo León;Mujeres;6185.91;2012;Trimestre IV
2022;Oaxaca;Hombres;3957.05;2012;Trimestre IV
2023;Oaxaca;Mujeres;3171.19;2012;Trimestre IV
2024;Puebla;Hombres;5286.75;2012;Trimestre IV
2025;Puebla;Mujeres;3690.7;2012;Trimestre IV
2026;Querétaro;Hombres;7092.2;2012;Trimestre IV
2027;Querétaro;Mujeres;5605.06;2012;Trimestre IV
2028;Quintana Roo;Hombres;7977.12;2012;Trimestre IV
2029;Quintana Roo;Mujeres;6526.28;2012;Trimestre IV
2030;San Luis Potosí;Hombres;5550.28;2012;Trimestre IV
2031;San Luis Potosí;Mujeres;4691.99;2012;Trimestre IV
2032;Sinaloa;Hombres;7922.81;2012;Trimestre IV
2033;Sinaloa;Mujeres;5621.06;2012;Trimestre IV
2034;Sonora;Hombres;7867.89;2012;Trimestre IV
2035;Sonora;Mujeres;5937.24;2012;Trimestre IV
2036;Tabasco;Hombres;7183.89;2012;Trimestre IV
2037;Tabasco;Mujeres;5517.53;2012;Trimestre IV
2038;Tamaulipas;Hombres;6811.73;2012;Trimestre IV
2039;Tamaulipas;Mujeres;5383.52;2012;Trimestre IV
2040;Tlaxcala;Hombres;4972.35;2012;Trimestre IV
2041;Tlaxcala;Mujeres;3910.58;2012;Trimestre IV
2042;Veracruz de Ignacio de la Llave;Hombres;6061.47;2012;Trimestre IV
2043;Veracruz de Ignacio de la Llave;Mujeres;4775.84;2012;Trimestre IV
2044;Yucatán;Hombres;6041.41;2012;Trimestre IV
2045;Yucatán;Mujeres;4152.86;2012;Trimestre IV
2046;Zacatecas;Hombres;5063.8;2012;Trimestre IV
2047;Zacatecas;Mujeres;4407.73;2012;Trimestre IV
2048;Aguascalientes;Hombres;7123.4;2013;Trimestre I
2049;Aguascalientes;Mujeres;5438.98;2013;Trimestre I
2050;Baja California;Hombres;8771.21;2013;Trimestre I
2051;Baja California;Mujeres;7160.8;2013;Trimestre I
2052;Baja California Sur;Hombres;9767.32;2013;Trimestre I
2053;Baja California Sur;Mujeres;7258.31;2013;Trimestre I
2054;Campeche;Hombres;6883.49;2013;Trimestre I
2055;Campeche;Mujeres;5254.82;2013;Trimestre I
2056;Coahuila de Zaragoza;Hombres;7964.49;2013;Trimestre I
2057;Coahuila de Zaragoza;Mujeres;5991.41;2013;Trimestre I
2058;Colima;Hombres;8434.44;2013;Trimestre I
2059;Colima;Mujeres;5464.75;2013;Trimestre I
2060;Chiapas;Hombres;3709.09;2013;Trimestre I
2061;Chiapas;Mujeres;3903.99;2013;Trimestre I
2062;Chihuahua;Hombres;7746.0;2013;Trimestre I
2063;Chihuahua;Mujeres;6383.84;2013;Trimestre I
2064;Ciudad de México;Hombres;8547.27;2013;Trimestre I
2065;Ciudad de México;Mujeres;7102.38;2013;Trimestre I
2066;Durango;Hombres;5996.31;2013;Trimestre I
2067;Durango;Mujeres;4635.29;2013;Trimestre I
2068;Guanajuato;Hombres;6075.01;2013;Trimestre I
2069;Guanajuato;Mujeres;4345.75;2013;Trimestre I
2070;Guerrero;Hombres;3976.89;2013;Trimestre I
2071;Guerrero;Mujeres;3641.88;2013;Trimestre I
2072;Hidalgo;Hombres;5014.04;2013;Trimestre I
2073;Hidalgo;Mujeres;4413.2;2013;Trimestre I
2074;Jalisco;Hombres;7435.38;2013;Trimestre I
2075;Jalisco;Mujeres;5414.04;2013;Trimestre I
2076;México;Hombres;7384.39;2013;Trimestre I
2077;México;Mujeres;5060.9;2013;Trimestre I
2078;Michoacán de Ocampo;Hombres;6477.45;2013;Trimestre I
2079;Michoacán de Ocampo;Mujeres;4492.08;2013;Trimestre I
2080;Morelos;Hombres;5563.29;2013;Trimestre I
2081;Morelos;Mujeres;4013.73;2013;Trimestre I
2082;Nayarit;Hombres;6794.43;2013;Trimestre I
2083;Nayarit;Mujeres;4964.88;2013;Trimestre I
2084;Nuevo León;Hombres;8754.85;2013;Trimestre I
2085;Nuevo León;Mujeres;6589.13;2013;Trimestre I
2086;Oaxaca;Hombres;4051.23;2013;Trimestre I
2087;Oaxaca;Mujeres;3404.71;2013;Trimestre I
2088;Puebla;Hombres;5299.3;2013;Trimestre I
2089;Puebla;Mujeres;4015.62;2013;Trimestre I
2090;Querétaro;Hombres;7340.55;2013;Trimestre I
2091;Querétaro;Mujeres;5641.5;2013;Trimestre I
2092;Quintana Roo;Hombres;8382.47;2013;Trimestre I
2093;Quintana Roo;Mujeres;6512.43;2013;Trimestre I
2094;San Luis Potosí;Hombres;5264.76;2013;Trimestre I
2095;San Luis Potosí;Mujeres;4839.82;2013;Trimestre I
2096;Sinaloa;Hombres;7957.86;2013;Trimestre I
2097;Sinaloa;Mujeres;6056.51;2013;Trimestre I
2098;Sonora;Hombres;10020.35;2013;Trimestre I
2099;Sonora;Mujeres;6346.41;2013;Trimestre I
2100;Tabasco;Hombres;7255.1;2013;Trimestre I
2101;Tabasco;Mujeres;5737.62;2013;Trimestre I
2102;Tamaulipas;Hombres;7145.51;2013;Trimestre I
2103;Tamaulipas;Mujeres;5453.6;2013;Trimestre I
2104;Tlaxcala;Hombres;5139.1;2013;Trimestre I
2105;Tlaxcala;Mujeres;3863.56;2013;Trimestre I
2106;Veracruz de Ignacio de la Llave;Hombres;5693.49;2013;Trimestre I
2107;Veracruz de Ignacio de la Llave;Mujeres;4508.31;2013;Trimestre I
2108;Yucatán;Hombres;5836.79;2013;Trimestre I
2109;Yucatán;Mujeres;4207.09;2013;Trimestre I
2110;Zacatecas;Hombres;5997.65;2013;Trimestre I
2111;Zacatecas;Mujeres;4097.66;2013;Trimestre I
2112;Aguascalientes;Hombres;7014.38;2013;Trimestre II
2113;Aguascalientes;Mujeres;5563.23;2013;Trimestre II
2114;Baja California;Hombres;8550.8;2013;Trimestre II
2115;Baja California;Mujeres;7225.18;2013;Trimestre II
2116;Baja California Sur;Hombres;9817.14;2013;Trimestre II
2117;Baja California Sur;Mujeres;7367.62;2013;Trimestre II
2118;Campeche;Hombres;7470.35;2013;Trimestre II
2119;Campeche;Mujeres;5257.36;2013;Trimestre II
2120;Coahuila de Zaragoza;Hombres;7846.97;2013;Trimestre II
